participant,final_rating,trial_list,rt,stimuli_type,delta_f,stimuli_direction,delta_t,response_f
ENG002,11.0,main_files/trial_tone/tone_150hz_75db_250ff-10n-100.wav,0.0,tone,10,n,100,150.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-120.wav,0.0,di,10,p,120,150.0
ENG002,12.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-40.wav,1.8636,di,10,p,40,155.0
ENG002,12.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-40.wav,2.6634,di,20,p,40,155.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-100.wav,0.0,di,10,p,100,150.0
ENG002,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-60.wav,3.8979,di,20,n,60,140.0
ENG002,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-120.wav,1.9147,di,40,p,120,165.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-60.wav,0.0,di,10,n,60,150.0
ENG002,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-80.wav,6.9672,di,20,n,80,140.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-40.wav,0.0,di,20,n,40,150.0
ENG002,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-60.wav,2.0315,di,30,n,60,140.0
ENG002,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-100.wav,1.7964,di,30,p,100,165.0
ENG002,12.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-80.wav,2.262,di,10,p,80,155.0
ENG002,12.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-80.wav,2.1952,di,20,p,80,155.0
ENG002,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-120.wav,4.1463,di,40,n,120,135.0
ENG002,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-120.wav,1.7541,di,30,p,120,165.0
ENG002,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-60.wav,1.8624,di,40,n,60,140.0
ENG002,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-120.wav,2.4641,di,10,n,120,140.0
ENG002,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-80.wav,2.1634,di,30,p,80,165.0
ENG002,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-100.wav,2.0293,di,40,n,100,140.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-80.wav,0.0,di,0,0,0,150.0
ENG002,10.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-80.wav,2.0621,di,30,n,80,145.0
ENG002,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-120.wav,1.6728,di,30,n,120,140.0
ENG002,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-60.wav,1.7961,di,20,p,60,165.0
ENG002,10.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-40.wav,2.9627,di,10,n,40,145.0
ENG002,15.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-60.wav,2.18,di,40,p,60,170.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-60.wav,0.0,di,0,0,0,150.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-40.wav,0.0,di,0,0,0,150.0
ENG002,13.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-100.wav,1.796,di,20,p,100,160.0
ENG002,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-100.wav,1.8821,di,30,n,100,135.0
ENG002,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-100.wav,3.0449,di,20,n,100,140.0
ENG002,10.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-40.wav,1.5272,di,30,n,40,145.0
ENG002,10.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-80.wav,2.3278,di,10,n,80,145.0
ENG002,15.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-80.wav,5.8282,di,40,p,80,170.0
ENG002,15.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-100.wav,1.8453,di,40,p,100,170.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-100.wav,0.0,di,0,0,0,150.0
ENG002,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-80.wav,3.0502,di,40,n,80,135.0
ENG002,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-120.wav,1.7447,di,20,p,120,165.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-60.wav,0.0,di,10,p,60,150.0
ENG002,13.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-40.wav,1.661,di,40,p,40,160.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-40.wav,0.0,di,30,p,40,150.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-40.wav,0.0,di,40,n,40,150.0
ENG002,10.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-120.wav,1.7507,di,20,n,120,145.0
ENG002,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-60.wav,2.1859,di,30,p,60,165.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-120.wav,0.0,di,0,0,0,150.0
ENG002,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-100.wav,0.0,di,10,n,100,150.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-120.wav,0.0,i,10,p,120,150.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-40.wav,0.0,i,10,p,40,150.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-40.wav,0.0,i,20,p,40,150.0
ENG002,12.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-100.wav,3.2181,i,10,p,100,155.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-60.wav,0.0,i,20,n,60,150.0
ENG002,13.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-120.wav,1.8527,i,40,p,120,160.0
ENG002,10.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-60.wav,1.9429,i,10,n,60,145.0
ENG002,10.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-80.wav,3.1201,i,20,n,80,145.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-40.wav,0.0,i,20,n,40,150.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-60.wav,0.0,i,30,n,60,150.0
ENG002,14.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-100.wav,1.885,i,30,p,100,165.0
ENG002,13.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-80.wav,1.8509,i,10,p,80,160.0
ENG002,12.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-80.wav,4.3518,i,20,p,80,155.0
ENG002,8.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-120.wav,2.0132,i,40,n,120,135.0
ENG002,14.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-120.wav,1.6127,i,30,p,120,165.0
ENG002,10.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-60.wav,1.6475,i,40,n,60,145.0
ENG002,10.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-120.wav,2.9175,i,10,n,120,145.0
ENG002,13.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-80.wav,1.4927,i,30,p,80,160.0
ENG002,9.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-100.wav,1.9469,i,40,n,100,140.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-80.wav,6.3184,i,0,0,0,150.0
ENG002,9.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-80.wav,1.8967,i,30,n,80,140.0
ENG002,9.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-120.wav,1.6835,i,30,n,120,140.0
ENG002,13.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-60.wav,1.7202,i,20,p,60,160.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-40.wav,0.0,i,10,n,40,150.0
ENG002,14.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-60.wav,1.8476,i,40,p,60,165.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-60.wav,0.0,i,0,0,0,150.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-40.wav,0.0,i,0,0,0,150.0
ENG002,13.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-100.wav,1.617,i,20,p,100,160.0
ENG002,8.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-100.wav,3.119,i,30,n,100,135.0
ENG002,9.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-100.wav,1.7188,i,20,n,100,140.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-40.wav,0.0,i,30,n,40,150.0
ENG002,10.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-80.wav,3.883,i,10,n,80,145.0
ENG002,14.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-80.wav,1.819,i,40,p,80,165.0
ENG002,14.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-100.wav,1.3845,i,40,p,100,165.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-100.wav,0.0,i,0,0,0,150.0
ENG002,10.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-80.wav,1.4525,i,40,n,80,145.0
ENG002,13.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-120.wav,1.7844,i,20,p,120,160.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-60.wav,0.0,i,10,p,60,150.0
ENG002,12.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-40.wav,1.7836,i,40,p,40,155.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-40.wav,0.0,i,30,p,40,150.0
ENG002,10.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-40.wav,1.6213,i,40,n,40,145.0
ENG002,10.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-120.wav,1.8782,i,20,n,120,145.0
ENG002,12.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-60.wav,1.9514,i,30,p,60,155.0
ENG002,12.0,main_files/trial_i/07_i_150hz_75db_250ff-000-120.wav,2.4116,i,0,0,0,155.0
ENG002,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-100.wav,0.0,i,10,n,100,150.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-120.wav,0.0,di,10,p,120,150.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-40.wav,0.0,di,10,p,40,150.0
ENG001,12.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-40.wav,10.0064,di,20,p,40,155.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-100.wav,0.0,di,10,p,100,150.0
ENG001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-60.wav,11.7537,di,20,n,60,130.0
ENG001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-120.wav,15.3643,di,40,p,120,175.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-60.wav,9.2754,di,10,n,60,135.0
ENG001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-80.wav,4.1221,di,20,n,80,130.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-40.wav,14.4966,di,20,n,40,135.0
ENG001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-60.wav,8.6951,di,30,n,60,130.0
ENG001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-100.wav,10.0117,di,30,p,100,175.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-80.wav,0.0,di,10,p,80,150.0
ENG001,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-80.wav,4.3128,di,20,p,80,165.0
ENG001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-120.wav,2.0083,di,40,n,120,130.0
ENG001,15.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-120.wav,2.6138,di,30,p,120,170.0
ENG001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-60.wav,9.5237,di,40,n,60,130.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-120.wav,5.8221,di,10,n,120,135.0
ENG001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-80.wav,1.6354,di,30,p,80,175.0
ENG001,6.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-100.wav,2.3616,di,40,n,100,125.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-80.wav,0.0,di,0,0,0,150.0
ENG001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-80.wav,3.8119,di,30,n,80,130.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-120.wav,2.163,di,30,n,120,135.0
ENG001,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-60.wav,1.8454,di,20,p,60,165.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-40.wav,4.1885,di,10,n,40,135.0
ENG001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-60.wav,4.2112,di,40,p,60,175.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-60.wav,0.0,di,0,0,0,150.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-40.wav,0.0,di,0,0,0,150.0
ENG001,14.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-100.wav,1.8801,di,20,p,100,165.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-100.wav,1.7468,di,30,n,100,135.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-100.wav,3.4289,di,20,n,100,135.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-40.wav,2.7856,di,30,n,40,135.0
ENG001,8.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-80.wav,3.5943,di,10,n,80,135.0
ENG001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-80.wav,12.5028,di,40,p,80,180.0
ENG001,17.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-100.wav,5.2184,di,40,p,100,180.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-100.wav,0.0,di,0,0,0,150.0
ENG001,6.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-80.wav,2.3629,di,40,n,80,125.0
ENG001,15.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-120.wav,2.6936,di,20,p,120,170.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-60.wav,0.0,di,10,p,60,150.0
ENG001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-40.wav,2.1868,di,40,p,40,175.0
ENG001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-40.wav,4.0434,di,30,p,40,175.0
ENG001,7.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-40.wav,1.7787,di,40,n,40,130.0
ENG001,6.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-120.wav,7.8624,di,20,n,120,125.0
ENG001,16.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-60.wav,2.0348,di,30,p,60,175.0
ENG001,11.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-120.wav,0.0,di,0,0,0,150.0
ENG001,9.0,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-100.wav,1.9475,di,10,n,100,140.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-120.wav,0.0,i,10,p,120,150.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-40.wav,0.0,i,10,p,40,150.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-40.wav,0.0,i,20,p,40,150.0
ENG001,13.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-100.wav,2.5193,i,10,p,100,160.0
ENG001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-60.wav,3.5065,i,20,n,60,135.0
ENG001,14.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-120.wav,5.4469,i,40,p,120,165.0
ENG001,7.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-60.wav,5.4405,i,10,n,60,130.0
ENG001,7.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-80.wav,5.8539,i,20,n,80,130.0
ENG001,10.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-40.wav,15.1127,i,20,n,40,145.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-60.wav,0.0,i,30,n,60,150.0
ENG001,16.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-100.wav,9.5721,i,30,p,100,175.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-80.wav,0.0,i,10,p,80,150.0
ENG001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-80.wav,2.7801,i,20,p,80,170.0
ENG001,6.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-120.wav,4.0044,i,40,n,120,125.0
ENG001,16.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-120.wav,8.9291,i,30,p,120,175.0
ENG001,6.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-60.wav,9.4886,i,40,n,60,125.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-120.wav,0.0,i,10,n,120,150.0
ENG001,16.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-80.wav,3.7916,i,30,p,80,175.0
ENG001,7.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-100.wav,2.5116,i,40,n,100,130.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-80.wav,0.0,i,0,0,0,150.0
ENG001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-80.wav,2.2274,i,30,n,80,135.0
ENG001,9.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-120.wav,2.5909,i,30,n,120,140.0
ENG001,13.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-60.wav,11.7542,i,20,p,60,160.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-40.wav,0.0,i,10,n,40,150.0
ENG001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-60.wav,3.522,i,40,p,60,170.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-60.wav,0.0,i,0,0,0,150.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-40.wav,0.0,i,0,0,0,150.0
ENG001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-100.wav,2.0084,i,20,p,100,170.0
ENG001,7.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-100.wav,2.0702,i,30,n,100,130.0
ENG001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-100.wav,29.7488,i,20,n,100,135.0
ENG001,9.0,main_files/trial_i/07_i_150hz_75db_250ff-30n-40.wav,2.4111,i,30,n,40,140.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-80.wav,0.0,i,10,n,80,150.0
ENG001,14.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-80.wav,2.3814,i,40,p,80,165.0
ENG001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-100.wav,9.212,i,40,p,100,170.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-100.wav,0.0,i,0,0,0,150.0
ENG001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-80.wav,5.327,i,40,n,80,135.0
ENG001,15.0,main_files/trial_i/07_i_150hz_75db_250ff-20p-120.wav,32.8815,i,20,p,120,170.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-10p-60.wav,0.0,i,10,p,60,150.0
ENG001,13.0,main_files/trial_i/07_i_150hz_75db_250ff-40p-40.wav,2.1602,i,40,p,40,160.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-40.wav,0.0,i,30,p,40,150.0
ENG001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-40n-40.wav,4.6537,i,40,n,40,135.0
ENG001,9.0,main_files/trial_i/07_i_150hz_75db_250ff-20n-120.wav,2.6869,i,20,n,120,140.0
ENG001,13.0,main_files/trial_i/07_i_150hz_75db_250ff-30p-60.wav,2.8929,i,30,p,60,160.0
ENG001,11.0,main_files/trial_i/07_i_150hz_75db_250ff-000-120.wav,0.0,i,0,0,0,150.0
ENG001,8.0,main_files/trial_i/07_i_150hz_75db_250ff-10n-100.wav,1.8696,i,10,n,100,135.0
